incident_id,title,description,priority,status,reported_by,reported_date,resolved_by,resolved_date,resolution_notes,affected_app,affected_microservice,cpu_usage,memory_usage,related_incidents,kb_article_id
INC950887,Notification failure in Notification Service,Users are experiencing high latency when accessing Notification Service.,Low,Open,Brandon Lee,11-05-2024 16:05,,,,Backend API,Notification Service,38.31,16.86,,KB002
INC261221,Notification failure in Payment Service,Connection attempts to Payment Service are timing out.,Medium,Open,Michael Jones,04-10-2024 17:41,,,,Backend API,Payment Service,68.28,34.28,,
INC883840,Failed transactions in Database B,Users are experiencing high latency when accessing Database B.,Medium,In Progress,Michael Garcia,28-06-2024 22:56,,,,Online Banking App,Database B,73.11,88.86,,KB045
INC996671,API latency spike in Auth Service,Notifications from Auth Service are not being delivered to users.,Medium,In Progress,Kristen Cruz,07-11-2024 11:50,,,,Mobile Banking App,Auth Service,62.3,73.25,,
INC423393,Database B not responding,API requests to Database B are failing with 500 errors.,Low,Resolved,Melissa Gates,22-12-2024 11:31,David Johnson,11-01-2025 14:11,Restarted Database B.,Online Banking App,Database B,39.39,67.18,"INC660916, INC583378",KB029
INC930325,Notification Service connection timeout,"Notification Service is consuming excessive memory, causing system slowdowns.",High,In Progress,Heather Cunningham,13-04-2024 00:27,,,,Backend API,Notification Service,77.73,97.81,,
INC383994,Database B not responding,Notifications from Database B are not being delivered to users.,Medium,Resolved,Jessica Brewer,10-11-2024 01:37,Alicia Walker,14-12-2024 08:10,Fixed memory leak in Database B.,Online Banking App,Database B,71.54,11.8,,
INC545746,Database deadlock in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Brad Ali,21-11-2024 16:57,Christopher Garcia,08-12-2024 08:45,Restarted Auth Service.,Backend API,Auth Service,45.89,82.88,,KB030
INC601788,Auth Service connection timeout,Transactions in Auth Service are failing due to database issues.,Low,Open,Melvin Copeland,11-12-2024 14:00,,,,Online Banking App,Auth Service,90.53,52.87,,
INC634629,Memory leak in Auth Service,"Auth Service is unresponsive, causing service degradation.",Critical,Resolved,Tyler Harper,11-11-2024 14:47,Kim Mccarthy,05-12-2024 05:15,Resolved database deadlock in Auth Service.,Mobile Banking App,Auth Service,25.35,81.42,,KB095
INC524931,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,Low,Resolved,Zachary Wright,11-04-2024 07:34,Samuel Howard,21-10-2024 03:19,Resolved database deadlock in Notification Service.,Backend API,Notification Service,59.68,31.09,"INC384466, INC307092",KB067
INC094666,Database deadlock in Notification Service,Transactions in Notification Service are failing due to database issues.,High,Open,Mike Mclaughlin,23-04-2024 03:39,,,,Mobile Banking App,Notification Service,27.12,53.05,,KB063
INC839361,High CPU usage on Payment Service,API requests to Payment Service are failing with 500 errors.,Low,In Progress,Matthew Key,03-10-2024 02:31,,,,Online Banking App,Payment Service,45.82,75.34,,
INC443015,API latency spike in Payment Service,Transactions in Payment Service are failing due to database issues.,Low,Resolved,Nathan King,04-04-2024 14:44,Cory Weeks,10-03-2025 22:56,Restarted Payment Service.,Backend API,Payment Service,99.29,50.59,,KB025
INC500364,Notification failure in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",Critical,Open,Stefanie Williams,22-02-2025 08:38,,,,Backend API,Auth Service,37.74,65.9,,
INC808988,High CPU usage on Auth Service,API requests to Auth Service are failing with 500 errors.,Critical,Open,Olivia Booth,23-10-2024 05:17,,,,Mobile Banking App,Auth Service,64.86,50.76,,KB084
INC271271,Failed transactions in Auth Service,Transactions in Auth Service are failing due to database issues.,Medium,Resolved,Kristina Green,31-03-2024 18:00,Samuel Lane,09-07-2024 20:06,Fixed memory leak in Auth Service.,Mobile Banking App,Auth Service,22.09,43.23,"INC325460, INC730204",
INC283626,Notification failure in Database B,"Database B is unresponsive, causing service degradation.",Low,Resolved,Mallory Nash,19-02-2025 23:20,Sierra Smith,28-02-2025 07:51,Resolved database deadlock in Database B.,Online Banking App,Database B,54.57,50.17,"INC722591, INC637735",KB011
INC070891,Notification failure in Payment Service,Connection attempts to Payment Service are timing out.,Medium,Open,Eric Smith,27-06-2024 15:52,,,,Backend API,Payment Service,14.44,26.95,,KB039
INC266057,Notification failure in Notification Service,A deadlock in Notification Service is blocking critical operations.,High,In Progress,Christopher Hall,18-11-2024 01:45,,,,Backend API,Notification Service,88.35,67.33,,KB009
INC240211,API latency spike in Notification Service,A deadlock in Notification Service is blocking critical operations.,Low,Open,Kyle Santiago,22-01-2025 10:30,,,,Mobile Banking App,Notification Service,91.42,70.35,,
INC572276,Database deadlock in Notification Service,"Notification Service is unresponsive, causing service degradation.",Medium,Resolved,Michael Giles,16-01-2025 14:40,Daniel Wright,19-02-2025 00:34,Fixed memory leak in Notification Service.,Mobile Banking App,Notification Service,87.65,18.97,,
INC148023,Database B connection timeout,"Database B is consuming excessive memory, causing system slowdowns.",Medium,In Progress,Thomas Weeks,24-05-2024 06:33,,,,Mobile Banking App,Database B,57.53,98.18,,
INC170779,Failed transactions in Payment Service,Users are experiencing high latency when accessing Payment Service.,Low,Resolved,Brandon Rios,26-01-2025 06:11,Valerie Rodriguez,15-03-2025 08:01,Fixed memory leak in Payment Service.,Online Banking App,Payment Service,11.52,35.72,,KB085
INC192845,Database B connection timeout,Connection attempts to Database B are timing out.,Low,Resolved,David Barker,06-04-2024 21:54,Erica Richard,12-05-2024 11:47,Restarted Database B.,Online Banking App,Database B,54.38,56.41,"INC899331, INC378118",
INC616722,High CPU usage on Auth Service,A deadlock in Auth Service is blocking critical operations.,High,Resolved,Regina Russell,29-05-2024 15:00,Paul Beltran,14-06-2024 17:44,Restarted Auth Service.,Backend API,Auth Service,57.26,26.41,,
INC846748,Notification failure in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Open,Barbara Burnett,13-11-2024 07:22,,,,Online Banking App,Auth Service,39.93,36.01,,KB076
INC512711,Notification Service not responding,API requests to Notification Service are failing with 500 errors.,Low,Resolved,Raymond Rodriguez,04-11-2024 18:36,Jean Horn,12-01-2025 07:39,Resolved database deadlock in Notification Service.,Backend API,Notification Service,37.03,93.8,,KB093
INC081839,Memory leak in Auth Service,API requests to Auth Service are failing with 500 errors.,Medium,In Progress,Annette Valdez,15-11-2024 08:19,,,,Online Banking App,Auth Service,37.37,46.69,"INC975595, INC602187",KB098
INC559282,Database deadlock in Notification Service,A deadlock in Notification Service is blocking critical operations.,High,Resolved,Luis Jones,18-10-2024 17:12,Dr. Joshua Ortiz,18-12-2024 08:18,Fixed memory leak in Notification Service.,Backend API,Notification Service,81.82,21.81,"INC062393, INC035229",
INC199365,API latency spike in Database B,Notifications from Database B are not being delivered to users.,High,In Progress,Dr. Lindsay Garcia,30-01-2025 13:26,,,,Online Banking App,Database B,91.4,19.72,,KB079
INC391045,Failed transactions in Auth Service,Users are experiencing high latency when accessing Auth Service.,Low,Resolved,Gabrielle Schmidt,28-10-2024 09:03,Rhonda Smith,17-11-2024 01:04,Restarted Auth Service.,Online Banking App,Auth Service,90.84,64.02,,KB040
INC449204,Notification failure in Auth Service,"Auth Service is unresponsive, causing service degradation.",Critical,In Progress,Bradley Brown,20-04-2024 00:21,,,,Backend API,Auth Service,99.48,30.69,,KB006
INC349076,Memory leak in Database B,A deadlock in Database B is blocking critical operations.,Low,In Progress,Jason Nelson,15-12-2024 22:38,,,,Mobile Banking App,Database B,69.72,85.61,,KB014
INC772884,API latency spike in Payment Service,A deadlock in Payment Service is blocking critical operations.,Medium,Open,Amanda Martinez,23-02-2025 22:27,,,,Online Banking App,Payment Service,68.95,17.23,,KB053
INC647713,Notification Service not responding,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Christopher Johnson,03-01-2025 03:04,,,,Backend API,Notification Service,91.93,26.62,,
INC265995,Database deadlock in Auth Service,Transactions in Auth Service are failing due to database issues.,Critical,Resolved,Sherry Choi,25-10-2024 15:39,Kelly Johnson,03-03-2025 02:50,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,76.48,19.76,"INC995007, INC634334",KB028
INC394143,Notification failure in Auth Service,Connection attempts to Auth Service are timing out.,Low,Open,Edward Stewart,20-07-2024 11:05,,,,Backend API,Auth Service,63.99,29.3,,
INC302421,Database deadlock in Auth Service,Connection attempts to Auth Service are timing out.,Medium,Resolved,Kevin Taylor,29-05-2024 11:02,Karen Mcdonald,21-07-2024 16:30,Restarted Auth Service.,Online Banking App,Auth Service,39.76,85.16,"INC880390, INC708936",KB041
INC616700,High CPU usage on Database B,Connection attempts to Database B are timing out.,High,In Progress,Amy Jones,07-05-2024 22:30,,,,Backend API,Database B,48,51.8,,KB070
INC695691,Notification Service not responding,Connection attempts to Notification Service are timing out.,Low,Resolved,Danny Raymond,11-02-2025 06:03,James Krause,19-03-2025 00:33,Resolved database deadlock in Notification Service.,Backend API,Notification Service,13.99,54.56,"INC117220, INC489124",
INC524037,Failed transactions in Notification Service,Connection attempts to Notification Service are timing out.,Low,Open,Dr. Jonathan Garcia,10-10-2024 21:36,,,,Backend API,Notification Service,54.65,74.35,,
INC243655,Notification failure in Database B,Connection attempts to Database B are timing out.,Medium,Resolved,Christopher Wilson,18-05-2024 22:26,Brittany Mcgee,15-08-2024 19:04,Restarted Database B.,Mobile Banking App,Database B,27.89,83.42,,
INC444934,Notification Service connection timeout,Notifications from Notification Service are not being delivered to users.,Medium,Open,Jacqueline Galloway,07-05-2024 18:25,,,,Online Banking App,Notification Service,44.49,97.13,,KB097
INC706607,High CPU usage on Payment Service,Users are experiencing high latency when accessing Payment Service.,Low,In Progress,Marcus Morris,05-05-2024 05:41,,,,Online Banking App,Payment Service,62.34,56.68,,KB067
INC523899,Failed transactions in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Daniel Castro,30-11-2024 20:52,Jennifer Anderson,03-12-2024 00:36,Resolved database deadlock in Notification Service.,Mobile Banking App,Notification Service,85.77,51.18,,
INC183820,Notification Service not responding,A deadlock in Notification Service is blocking critical operations.,High,Resolved,Nicole Hatfield,15-08-2024 22:07,Kimberly Gill,04-10-2024 23:11,Restarted Notification Service.,Mobile Banking App,Notification Service,17.36,15.48,,
INC349300,Auth Service connection timeout,"Auth Service is unresponsive, causing service degradation.",Medium,In Progress,Michael Diaz,05-11-2024 15:41,,,,Online Banking App,Auth Service,74.15,91.01,,KB025
INC438633,Database deadlock in Payment Service,API requests to Payment Service are failing with 500 errors.,High,In Progress,George Perez,03-06-2024 02:59,,,,Mobile Banking App,Payment Service,36.23,48.95,"INC512297, INC724307",KB047
INC645757,Failed transactions in Notification Service,A deadlock in Notification Service is blocking critical operations.,Medium,Open,Michael Bradley,22-02-2025 10:15,,,,Online Banking App,Notification Service,35.27,83.6,,
INC943238,High CPU usage on Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,Open,Barbara Jenkins,22-01-2025 00:30,,,,Backend API,Notification Service,81.44,13.32,,KB085
INC099086,Database B not responding,Users are experiencing high latency when accessing Database B.,Medium,Open,David Garcia,19-07-2024 03:49,,,,Backend API,Database B,22.61,64.91,,
INC283926,Failed transactions in Notification Service,Notifications from Notification Service are not being delivered to users.,High,Open,Laura Thompson,10-01-2025 02:04,,,,Backend API,Notification Service,43.05,76.58,,KB049
INC350672,Payment Service not responding,API requests to Payment Service are failing with 500 errors.,Low,Open,David Riley,02-10-2024 08:25,,,,Backend API,Payment Service,13.11,53.41,,KB077
INC976621,Database deadlock in Payment Service,API requests to Payment Service are failing with 500 errors.,Low,In Progress,Stephen Anderson,05-01-2025 15:39,,,,Backend API,Payment Service,55.32,13.57,,KB023
INC029882,Memory leak in Database B,"Database B is unresponsive, causing service degradation.",Medium,Resolved,Brittany Phillips,09-06-2024 17:19,Elizabeth Williams,23-02-2025 04:36,Restarted Database B.,Backend API,Database B,28.42,14.4,,KB081
INC046790,Notification Service connection timeout,Transactions in Notification Service are failing due to database issues.,Low,Open,Melissa Mercado,04-01-2025 05:26,,,,Online Banking App,Notification Service,92.63,11.45,,KB063
INC585422,Database deadlock in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Open,Rebecca Armstrong,23-01-2025 07:21,,,,Mobile Banking App,Auth Service,27.55,66.45,,KB028
INC162815,Memory leak in Database B,Notifications from Database B are not being delivered to users.,Medium,In Progress,Mary Salazar,13-03-2025 12:42,,,,Online Banking App,Database B,32.79,82.47,"INC747238, INC693701",
INC182717,Memory leak in Notification Service,Notifications from Notification Service are not being delivered to users.,Critical,Open,Brandon Bond,06-05-2024 08:30,,,,Backend API,Notification Service,37.07,17.8,,
